Energie Oppervlakte Links,3152,,Energie Oppervlakte Rechts,3156,,InschakelpiekLinks,3152,,InschakelpiekRechts,3156,,MaxOmloopStroomLinks,3152,,MaxOmloopStroomRechts,3156,,OmloopTijdLinks_Motorstroom,3152,,OmloopTijdRechts_Motorstroom,3156,,OmloopTijdRechts_Relais,3156,,OmloopTijdLinks_Relais,3152,,SectieBezettingTijd,6789,,TijdEindMotorstroomControleLinks,3152,,TijdEindMotorstroomControleRechts,3156,,TijdSturingMotorstroomLinks,3152,,TijdSturingMotorstroomRechts,3156,,UitControleTijd,6320
25/Apr/19 20:29:20.062,5.41013228514185,,25/Apr/19 19:56:20.845,5.11473591732806,,25/Apr/19 20:29:20.062,18.0505371,,25/Apr/19 19:56:20.845,17.8948975,,25/Apr/19 20:29:20.062,4.31790029009395,,25/Apr/19 19:56:20.845,4.27487857204683,,25/Apr/19 20:29:20.062,1.3700104,,25/Apr/19 19:56:20.845,1.3400116,,25/Apr/19 19:56:20.845,1.3999939,,25/Apr/19 20:29:20.062,1.4000092,,13/Apr/19 14:14:25.660,9.6999969,,25/Apr/19 20:29:20.062,0.0169983,,25/Apr/19 19:56:20.845,0.0369873,,25/Apr/19 20:29:20.062,0.0130005,,25/Apr/19 19:56:20.845,0.022995,,14/Apr/19 09:59:47.872,1.25
25/Apr/19 20:40:13.820,5.22388666565901,,25/Apr/19 20:02:32.245,4.8170774658246,,25/Apr/19 20:40:13.820,18.0404663,,25/Apr/19 20:02:32.245,17.911377,,25/Apr/19 20:40:13.820,4.31881736990295,,25/Apr/19 20:02:32.245,4.24008707861024,,25/Apr/19 20:40:13.820,1.3529968,,25/Apr/19 20:02:32.245,1.3119965,,25/Apr/19 20:02:32.245,1.3500061,,25/Apr/19 20:40:13.820,1.3999939,,13/Apr/19 14:21:27.410,27,,25/Apr/19 20:40:13.820,0.0469971,,25/Apr/19 20:02:32.245,0.0380096,,25/Apr/19 20:40:13.820,0,,25/Apr/19 20:02:32.245,0,,14/Apr/19 10:03:09.134,1.25
25/Apr/19 20:45:30.170,5.16658058669717,,25/Apr/19 20:10:14.752,5.03888467793116,,25/Apr/19 20:45:30.170,18.0584717,,25/Apr/19 20:10:14.752,17.5820923,,25/Apr/19 20:45:30.170,4.3092071347393,,25/Apr/19 20:10:14.752,4.31820537296203,,25/Apr/19 20:45:30.170,1.3430023,,25/Apr/19 20:10:14.752,1.3329926,,25/Apr/19 20:10:14.752,1.3500061,,25/Apr/19 20:45:30.170,1.4000092,,13/Apr/19 14:23:40.810,19.7010041,,25/Apr/19 20:45:30.170,0.0570069,,25/Apr/19 20:10:14.752,0.0170135,,25/Apr/19 20:45:30.170,0,,25/Apr/19 20:10:14.752,0,,14/Apr/19 10:05:27.284,1.3000031
25/Apr/19 20:52:30.632,5.39701653092403,,25/Apr/19 20:26:04.813,4.96042164383826,,25/Apr/19 20:52:30.632,17.6803589,,25/Apr/19 20:26:04.813,17.6565552,,25/Apr/19 20:52:30.632,4.34811741547801,,25/Apr/19 20:26:04.813,4.33056224805531,,25/Apr/19 20:52:30.632,1.3619995,,25/Apr/19 20:26:04.813,1.321991,,25/Apr/19 20:26:04.813,1.3499909,,25/Apr/19 20:52:30.632,1.3999939,,13/Apr/19 14:35:22.171,31.8509979,,25/Apr/19 20:52:30.632,0.0379944,,25/Apr/19 20:26:04.813,0.0279999,,25/Apr/19 20:52:30.632,0,,25/Apr/19 20:26:04.813,0,,14/Apr/19 10:12:15.733,1.25
25/Apr/19 20:59:26.081,5.49372638225578,,25/Apr/19 20:35:24.412,5.11228925164593,,25/Apr/19 20:59:26.081,17.7804565,,25/Apr/19 20:35:24.412,17.9660034,,25/Apr/19 20:59:26.081,4.34353930798907,,25/Apr/19 20:35:24.412,4.24466930188365,,25/Apr/19 20:59:26.081,1.3799896,,25/Apr/19 20:35:24.412,1.3399963,,25/Apr/19 20:35:24.412,1.3499908,,25/Apr/19 20:59:26.081,1.3999939,,13/Apr/19 14:38:19.321,9.6010132,,25/Apr/19 20:59:26.081,0.0180054,,25/Apr/19 20:35:24.412,0.0079956,,25/Apr/19 20:59:26.081,0.0019989,,25/Apr/19 20:35:24.412,0.0019989,,14/Apr/19 10:19:50.241,1.25
25/Apr/19 21:10:48.838,5.49708127213557,,25/Apr/19 20:43:08.970,5.16627471528903,,25/Apr/19 21:10:48.838,17.9052734,,25/Apr/19 20:43:08.970,17.7108765,,25/Apr/19 21:10:48.838,4.3743571378604,,25/Apr/19 20:43:08.970,4.3150503511211,,25/Apr/19 21:10:48.838,1.3800049,,25/Apr/19 20:43:08.970,1.3500061,,25/Apr/19 20:43:08.970,1.3999939,,25/Apr/19 21:10:48.838,1.4000091,,13/Apr/19 14:44:49.531,15.901001,,25/Apr/19 21:10:48.838,0.0169982,,25/Apr/19 20:43:08.970,0.0369873,,25/Apr/19 21:10:48.838,0.003006,,25/Apr/19 20:43:08.970,0.0130005,,14/Apr/19 10:26:18.640,1.25
25/Apr/19 21:15:32.188,5.51607105740012,,25/Apr/19 20:48:43.320,4.97775179422173,,25/Apr/19 21:15:32.188,17.95288,,25/Apr/19 20:48:43.320,17.7148438,,25/Apr/19 21:15:32.188,4.39419804274871,,25/Apr/19 20:48:43.320,4.29286971621381,,25/Apr/19 21:15:32.188,1.3800048,,25/Apr/19 20:48:43.320,1.3329926,,25/Apr/19 20:48:43.320,1.350998,,25/Apr/19 21:15:32.188,1.449997,,13/Apr/19 15:06:20.789,20.4989929,,25/Apr/19 21:15:32.188,0.0579987,,25/Apr/19 20:48:43.320,0.0180054,,25/Apr/19 21:15:32.188,0.0119935,,25/Apr/19 20:48:43.320,0,,14/Apr/19 10:30:33.940,1.25
25/Apr/19 21:26:10.900,5.46019969093055,,25/Apr/19 20:56:04.831,5.1388310470749,,25/Apr/19 21:26:10.900,18.02185,,25/Apr/19 20:56:04.831,17.7923584,,25/Apr/19 21:26:10.900,4.32719753656617,,25/Apr/19 20:56:04.831,4.2208667074467,,25/Apr/19 21:26:10.900,1.3699951,,25/Apr/19 20:56:04.831,1.3499908,,25/Apr/19 20:56:04.831,1.3999939,,25/Apr/19 21:26:10.900,1.4499969,,13/Apr/19 15:08:32.940,16.5,,25/Apr/19 21:26:10.900,0.0570068,,25/Apr/19 20:56:04.831,0.0270081,,25/Apr/19 21:26:10.900,0.022995,,25/Apr/19 20:56:04.831,0.022995,,14/Apr/19 10:33:05.098,1.25
25/Apr/19 21:35:09.499,5.46728924633484,,25/Apr/19 21:05:25.430,5.0885711681142,,25/Apr/19 21:35:09.499,17.9199219,,25/Apr/19 21:05:25.430,17.6086426,,25/Apr/19 21:35:09.499,4.3639835207146,,25/Apr/19 21:05:25.430,4.33834873430427,,25/Apr/19 21:35:09.499,1.3699951,,25/Apr/19 21:05:25.430,1.3430023,,25/Apr/19 21:05:25.430,1.3500061,,25/Apr/19 21:35:09.499,1.4499969,,13/Apr/19 15:14:46.103,23.4520111,,25/Apr/19 21:35:09.499,0.0670013,,25/Apr/19 21:05:25.430,0.0070038,,25/Apr/19 21:35:09.499,0.0130005,,25/Apr/19 21:05:25.430,0,,14/Apr/19 10:35:45.298,1.25
25/Apr/19 21:41:33.908,5.36198084653321,,25/Apr/19 21:13:03.938,5.14584068129869,,25/Apr/19 21:41:33.908,17.87445,,25/Apr/19 21:13:03.938,17.4777222,,25/Apr/19 21:41:33.908,4.37039777447436,,25/Apr/19 21:13:03.938,4.30965610523488,,25/Apr/19 21:41:33.908,1.3629913,,25/Apr/19 21:13:03.938,1.3419953,,25/Apr/19 21:13:03.938,1.3499909,,25/Apr/19 21:41:33.908,1.3999939,,13/Apr/19 15:16:43.252,14.7510071,,25/Apr/19 21:41:33.908,0.0370026,,25/Apr/19 21:13:03.938,0.0079956,,25/Apr/19 21:41:33.908,0,,25/Apr/19 21:13:03.938,0,,14/Apr/19 10:42:38.747,1.25
25/Apr/19 21:49:02.408,5.23203316933559,,25/Apr/19 21:22:40.601,4.9819766514718,,25/Apr/19 21:49:02.408,17.97699,,25/Apr/19 21:22:40.601,17.8262329,,25/Apr/19 21:49:02.408,4.33908968648325,,25/Apr/19 21:22:40.601,4.25718130995127,,25/Apr/19 21:49:02.408,1.3519898,,25/Apr/19 21:22:40.601,1.3320008,,25/Apr/19 21:22:40.601,1.3500061,,25/Apr/19 21:49:02.408,1.3999939,,13/Apr/19 15:20:07.753,21.2519989,,25/Apr/19 21:49:02.408,0.0480041,,25/Apr/19 21:22:40.601,0.0180053,,25/Apr/19 21:49:02.408,0,,25/Apr/19 21:22:40.601,0,,14/Apr/19 10:56:14.656,1.25
25/Apr/19 21:59:12.065,5.47880612229552,,25/Apr/19 21:30:17.100,4.9430293947882,,25/Apr/19 21:59:12.065,17.7160645,,25/Apr/19 21:30:17.100,17.829895,,25/Apr/19 21:59:12.065,4.37985782128171,,25/Apr/19 21:30:17.100,4.25076336864053,,25/Apr/19 21:59:12.065,1.3799896,,25/Apr/19 21:30:17.100,1.3320007,,25/Apr/19 21:30:17.100,1.3500061,,25/Apr/19 21:59:12.065,1.3999939,,13/Apr/19 15:23:15.052,30.348999,,25/Apr/19 21:59:12.065,0.0169983,,25/Apr/19 21:30:17.100,0.0180054,,25/Apr/19 21:59:12.065,0.003006,,25/Apr/19 21:30:17.100,0,,14/Apr/19 10:59:57.906,1.25
25/Apr/19 22:05:46.515,5.40542759713232,,25/Apr/19 21:39:00.709,5.18905068523187,,25/Apr/19 22:05:46.515,17.913208,,25/Apr/19 21:39:00.709,17.612915,,25/Apr/19 22:05:46.515,4.32431904880118,,25/Apr/19 21:39:00.709,4.31485446460844,,25/Apr/19 22:05:46.515,1.3619996,,25/Apr/19 21:39:00.709,1.3499908,,25/Apr/19 21:39:00.709,1.4000091,,25/Apr/19 22:05:46.515,1.4000092,,13/Apr/19 15:35:31.861,25.75,,25/Apr/19 22:05:46.515,0.0380096,,25/Apr/19 21:39:00.709,0.0380096,,25/Apr/19 22:05:46.515,0,,25/Apr/19 21:39:00.709,0.0120087,,14/Apr/19 11:02:38.066,1.25
25/Apr/19 22:13:58.076,5.31230936359393,,25/Apr/19 21:44:02.008,5.20781451502456,,25/Apr/19 22:13:58.076,17.88086,,25/Apr/19 21:44:02.008,17.6040649,,25/Apr/19 22:13:58.076,4.38656752578198,,25/Apr/19 21:44:02.008,4.33620282958917,,25/Apr/19 22:13:58.076,1.352005,,25/Apr/19 21:44:02.008,1.3500061,,25/Apr/19 21:44:02.008,1.3500061,,25/Apr/19 22:13:58.076,1.3999939,,13/Apr/19 15:40:59.570,41.9600067,,25/Apr/19 22:13:58.076,0.0479889,,25/Apr/19 21:44:02.008,0,,25/Apr/19 22:13:58.076,0,,25/Apr/19 21:44:02.008,0,,14/Apr/19 11:05:11.265,1.3000031
25/Apr/19 22:26:44.935,5.27881991898617,,25/Apr/19 21:57:04.916,5.14683989927732,,25/Apr/19 22:26:44.935,17.6635742,,25/Apr/19 21:57:04.916,17.7893066,,25/Apr/19 22:26:44.935,4.36703674688582,,25/Apr/19 21:57:04.916,4.27074908599658,,25/Apr/19 22:26:44.935,1.352005,,25/Apr/19 21:57:04.916,1.3500061,,25/Apr/19 21:57:04.916,1.3999939,,25/Apr/19 22:26:44.935,1.4000092,,13/Apr/19 15:47:06.870,14.348999,,25/Apr/19 22:26:44.935,0.0480042,,25/Apr/19 21:57:04.916,0.0369873,,25/Apr/19 22:26:44.935,0,,25/Apr/19 21:57:04.916,0.0130005,,14/Apr/19 11:19:53.224,1.25
25/Apr/19 22:33:22.334,5.36167396324646,,25/Apr/19 22:03:20.315,5.16252236647654,,25/Apr/19 22:33:22.334,18.053894,,25/Apr/19 22:03:20.315,17.9196167,,25/Apr/19 22:33:22.334,4.30143058197008,,25/Apr/19 22:03:20.315,4.25870705343939,,25/Apr/19 22:33:22.334,1.3600006,,25/Apr/19 22:03:20.315,1.3500061,,25/Apr/19 22:03:20.315,1.3999939,,25/Apr/19 22:33:22.334,1.4000091,,13/Apr/19 15:53:26.320,19.8500061,,25/Apr/19 22:33:22.334,0.0170135,,25/Apr/19 22:03:20.315,0.0269928,,25/Apr/19 22:33:22.334,0.022995,,25/Apr/19 22:03:20.315,0.022995,,14/Apr/19 11:25:50.623,1.2489929
25/Apr/19 22:38:38.695,5.4234182605308,,25/Apr/19 22:10:03.776,5.15405840846657,,25/Apr/19 22:38:38.695,17.7059937,,25/Apr/19 22:10:03.776,17.7020264,,25/Apr/19 22:38:38.695,4.36520763313942,,25/Apr/19 22:10:03.776,4.28128194042723,,25/Apr/19 22:38:38.695,1.3699951,,25/Apr/19 22:10:03.776,1.3500061,,25/Apr/19 22:10:03.776,1.3999939,,25/Apr/19 22:38:38.695,1.3999939,,13/Apr/19 16:05:25.932,29.3000031,,25/Apr/19 22:38:38.695,0.0169983,,25/Apr/19 22:10:03.776,0.0269928,,25/Apr/19 22:38:38.695,0.0130005,,25/Apr/19 22:10:03.776,0.022995,,14/Apr/19 11:29:33.873,1.25
25/Apr/19 22:43:56.095,5.43003160036207,,25/Apr/19 22:21:57.535,5.17430303201431,,25/Apr/19 22:43:56.095,17.8067017,,25/Apr/19 22:21:57.535,17.6702881,,25/Apr/19 22:43:56.095,4.3503765909209,,25/Apr/19 22:21:57.535,4.30355719536185,,25/Apr/19 22:43:56.095,1.3699951,,25/Apr/19 22:21:57.535,1.3470001,,25/Apr/19 22:21:57.535,1.3499908,,25/Apr/19 22:43:56.095,1.449997,,13/Apr/19 16:07:31.982,11.348999,,25/Apr/19 22:43:56.095,0.0579987,,25/Apr/19 22:21:57.535,0,,25/Apr/19 22:43:56.095,0.0220032,,25/Apr/19 22:21:57.535,0.0029907,,14/Apr/19 11:32:38.083,1.248993
25/Apr/19 22:56:08.903,5.22931018835403,,25/Apr/19 22:31:56.234,5.17339529378803,,25/Apr/19 22:56:08.903,18.0596924,,25/Apr/19 22:31:56.234,17.7774048,,25/Apr/19 22:56:08.903,4.31656173730994,,25/Apr/19 22:31:56.234,4.28323759124998,,25/Apr/19 22:56:08.903,1.3529969,,25/Apr/19 22:31:56.234,1.3500061,,25/Apr/19 22:31:56.234,1.3999939,,25/Apr/19 22:56:08.903,1.4000092,,13/Apr/19 16:14:28.341,14.0989991,,25/Apr/19 22:56:08.903,0.0470123,,25/Apr/19 22:31:56.234,0.0379943,,25/Apr/19 22:56:08.903,0,,25/Apr/19 22:31:56.234,0.0119935,,14/Apr/19 11:35:39.283,1.25
25/Apr/19 23:02:12.253,5.43160406989152,,25/Apr/19 22:36:00.484,4.93593026357709,,25/Apr/19 23:02:12.253,17.6742554,,25/Apr/19 22:36:00.484,17.8686523,,25/Apr/19 23:02:12.253,4.37954951179029,,25/Apr/19 22:36:00.484,4.22605521945113,,25/Apr/19 23:02:12.253,1.3600006,,25/Apr/19 22:36:00.484,1.3320008,,25/Apr/19 22:36:00.484,1.3500061,,25/Apr/19 23:02:12.253,1.3999939,,13/Apr/19 16:21:06.291,17.4979858,,25/Apr/19 23:02:12.253,0.0180053,,25/Apr/19 22:36:00.484,0.0180053,,25/Apr/19 23:02:12.253,0.021988,,25/Apr/19 22:36:00.484,0,,14/Apr/19 11:42:34.732,1.25
25/Apr/19 23:11:24.916,5.36573675872052,,25/Apr/19 22:41:42.845,5.09256679713084,,25/Apr/19 23:11:24.916,17.7111816,,25/Apr/19 22:41:42.845,17.7316284,,25/Apr/19 23:11:24.916,4.38412945008345,,25/Apr/19 22:41:42.845,4.25228157235007,,25/Apr/19 23:11:24.916,1.3619995,,25/Apr/19 22:41:42.845,1.3379975,,25/Apr/19 22:41:42.845,1.3499909,,25/Apr/19 23:11:24.916,1.3999939,,13/Apr/19 16:28:01.752,22.9480133,,25/Apr/19 23:11:24.916,0.0379944,,25/Apr/19 22:41:42.845,0,,25/Apr/19 23:11:24.916,0,,25/Apr/19 22:41:42.845,0.0119934,,14/Apr/19 11:51:40.340,1.25
25/Apr/19 23:22:20.625,5.51524572486014,,25/Apr/19 22:48:13.294,4.96489475072982,,25/Apr/19 23:22:20.625,17.8659058,,25/Apr/19 22:48:13.294,17.5149536,,25/Apr/19 23:22:20.625,4.41616254677022,,25/Apr/19 22:48:13.294,4.32583660537195,,25/Apr/19 23:22:20.625,1.3800048,,25/Apr/19 22:48:13.294,1.3230133,,25/Apr/19 22:48:13.294,1.3500061,,25/Apr/19 23:22:20.625,1.3999939,,13/Apr/19 16:35:05.353,27.701004,,25/Apr/19 23:22:20.625,0.0179902,,25/Apr/19 22:48:13.294,0.0269928,,25/Apr/19 23:22:20.625,0.0019989,,25/Apr/19 22:48:13.294,0,,14/Apr/19 11:56:04.639,1.25
25/Apr/19 23:29:49.124,5.47405671703739,,25/Apr/19 22:58:45.003,5.01457252029296,,25/Apr/19 23:29:49.124,17.8546143,,25/Apr/19 22:58:45.003,17.9971313,,25/Apr/19 23:29:49.124,4.3533069627315,,25/Apr/19 22:58:45.003,4.26327936714487,,25/Apr/19 23:29:49.124,1.3699951,,25/Apr/19 22:58:45.003,1.322998,,25/Apr/19 22:58:45.003,1.3499908,,25/Apr/19 23:29:49.124,1.3999939,,13/Apr/19 16:37:40.953,22.25,,25/Apr/19 23:29:49.124,0.027008,,25/Apr/19 22:58:45.003,0.0269928,,25/Apr/19 23:29:49.124,0.0029908,,25/Apr/19 22:58:45.003,0,,14/Apr/19 11:59:29.889,1.300003
25/Apr/19 23:58:30.040,5.4688157398479,,25/Apr/19 23:05:29.453,4.97755761947264,,25/Apr/19 23:58:30.040,17.88208,,25/Apr/19 23:05:29.453,17.8326416,,25/Apr/19 23:58:30.040,4.36489852065236,,25/Apr/19 23:05:29.453,4.27506190652501,,25/Apr/19 23:58:30.040,1.3699951,,25/Apr/19 23:05:29.453,1.3330078,,25/Apr/19 23:05:29.453,1.3509979,,25/Apr/19 23:58:30.040,1.3990021,,13/Apr/19 16:44:30.862,9.3500061,,25/Apr/19 23:58:30.040,0.0270081,,25/Apr/19 23:05:29.453,0.0179901,,25/Apr/19 23:58:30.040,0.0019989,,25/Apr/19 23:05:29.453,0,,14/Apr/19 12:02:46.099,1.25
26/Apr/19 00:05:26.490,5.45139828433743,,25/Apr/19 23:19:01.365,4.96333862490255,,26/Apr/19 00:05:26.490,18.0609131,,25/Apr/19 23:19:01.365,17.7035522,,26/Apr/19 00:05:26.490,4.33347493131022,,25/Apr/19 23:19:01.365,4.26938893897919,,26/Apr/19 00:05:26.490,1.3699951,,25/Apr/19 23:19:01.365,1.3319855,,25/Apr/19 23:19:01.365,1.3499908,,26/Apr/19 00:05:26.490,1.3999939,,13/Apr/19 16:51:11.162,26.2999878,,26/Apr/19 00:05:26.490,0.0180053,,25/Apr/19 23:19:01.365,0.0180053,,26/Apr/19 00:05:26.490,0.0119935,,25/Apr/19 23:19:01.365,0,,14/Apr/19 12:05:23.248,1.25
26/Apr/19 00:33:23.359,5.43474166028625,,25/Apr/19 23:26:13.875,5.16016459566145,,26/Apr/19 00:33:23.359,17.9736328,,25/Apr/19 23:26:13.875,17.9614258,,26/Apr/19 00:33:23.359,4.32981177097243,,25/Apr/19 23:26:13.875,4.27425651904548,,26/Apr/19 00:33:23.359,1.3700103,,25/Apr/19 23:26:13.875,1.3499909,,25/Apr/19 23:26:13.875,1.3999939,,26/Apr/19 00:33:23.359,1.3999939,,13/Apr/19 17:04:06.073,19.6000061,,26/Apr/19 00:33:23.359,0.0169983,,25/Apr/19 23:26:13.875,0.0379944,,26/Apr/19 00:33:23.359,0.0129853,,25/Apr/19 23:26:13.875,0.0120086,,14/Apr/19 12:11:56.698,1.25
26/Apr/19 01:05:31.528,5.35753402363152,,25/Apr/19 23:33:46.324,5.1762886851176,,26/Apr/19 01:05:31.528,17.8335571,,25/Apr/19 23:33:46.324,17.5262451,,26/Apr/19 01:05:31.528,4.39236577862825,,25/Apr/19 23:33:46.324,4.30569944274351,,26/Apr/19 01:05:31.528,1.3619995,,25/Apr/19 23:33:46.324,1.3470001,,25/Apr/19 23:33:46.324,1.3499909,,26/Apr/19 01:05:31.528,1.4000092,,13/Apr/19 17:07:08.773,18.1999969,,26/Apr/19 01:05:31.528,0.0380097,,25/Apr/19 23:33:46.324,0,,26/Apr/19 01:05:31.528,0,,25/Apr/19 23:33:46.324,0.0029908,,14/Apr/19 12:18:52.209,1.3010101
26/Apr/19 03:30:45.221,5.39940888868756,,26/Apr/19 00:02:35.290,5.19043649514561,,26/Apr/19 03:30:45.221,17.9614258,,26/Apr/19 00:02:35.290,17.6864624,,26/Apr/19 03:30:45.221,4.3334758229134,,26/Apr/19 00:02:35.290,4.31880762027655,,26/Apr/19 03:30:45.221,1.3699951,,26/Apr/19 00:02:35.290,1.3499908,,26/Apr/19 00:02:35.290,1.3999939,,26/Apr/19 03:30:45.221,1.3999939,,13/Apr/19 17:14:33.885,10.7490082,,26/Apr/19 03:30:45.221,0.0270081,,26/Apr/19 00:02:35.290,0.0370026,,26/Apr/19 03:30:45.221,0.0029907,,26/Apr/19 00:02:35.290,0.0130005,,14/Apr/19 12:22:08.358,1.25
26/Apr/19 04:49:03.465,5.24468321386622,,26/Apr/19 00:28:55.059,5.19986974771175,,26/Apr/19 04:49:03.465,17.93457,,26/Apr/19 00:28:55.059,17.3324585,,26/Apr/19 04:49:03.465,4.3291997765507,,26/Apr/19 00:28:55.059,4.38229276333984,,26/Apr/19 04:49:03.465,1.3530121,,26/Apr/19 00:28:55.059,1.3600006,,26/Apr/19 00:28:55.059,1.3999939,,26/Apr/19 04:49:03.465,1.4000091,,13/Apr/19 17:20:04.585,25.3489991,,26/Apr/19 04:49:03.465,0.046997,,26/Apr/19 00:28:55.059,0.0370026,,26/Apr/19 04:49:03.465,0,,26/Apr/19 00:28:55.059,0.0029907,,14/Apr/19 12:26:22.658,1.25
26/Apr/19 05:35:36.543,5.3668357847604,,26/Apr/19 00:37:34.620,4.94152375056998,,26/Apr/19 05:35:36.543,17.8927612,,26/Apr/19 00:37:34.620,17.8717041,,26/Apr/19 05:35:36.543,4.32505998263644,,26/Apr/19 00:37:34.620,4.29013504864881,,26/Apr/19 05:35:36.543,1.3600006,,26/Apr/19 00:37:34.620,1.3229981,,26/Apr/19 00:37:34.620,1.3619995,,26/Apr/19 05:35:36.543,1.4000092,,13/Apr/19 17:24:31.834,22.2490081,,26/Apr/19 05:35:36.543,0.0270081,,26/Apr/19 00:37:34.620,0.0390014,,26/Apr/19 05:35:36.543,0.0130005,,26/Apr/19 00:37:34.620,0,,14/Apr/19 12:30:48.957,1.25
26/Apr/19 05:48:17.403,5.43535692713431,,26/Apr/19 02:03:03.314,5.04189353492867,,26/Apr/19 05:48:17.403,18.1063843,,26/Apr/19 02:03:03.314,17.7331543,,26/Apr/19 05:48:17.403,4.32309832394493,,26/Apr/19 02:03:03.314,4.26204700621691,,26/Apr/19 05:48:17.403,1.3699952,,26/Apr/19 02:03:03.314,1.3320007,,26/Apr/19 02:03:03.314,1.3500061,,26/Apr/19 05:48:17.403,1.4000092,,13/Apr/19 17:33:06.745,26.300003,,26/Apr/19 05:48:17.403,0.0280151,,26/Apr/19 02:03:03.314,0.0180054,,26/Apr/19 05:48:17.403,0.0019989,,26/Apr/19 02:03:03.314,0,,14/Apr/19 12:34:47.266,1.298996
26/Apr/19 05:59:30.163,5.41333672441013,,26/Apr/19 04:04:04.389,5.02410014234457,,26/Apr/19 05:59:30.163,17.69928,,26/Apr/19 04:04:04.389,17.77893,,26/Apr/19 05:59:30.163,4.35453170255708,,26/Apr/19 04:04:04.389,4.32736773837438,,26/Apr/19 05:59:30.163,1.3619996,,26/Apr/19 04:04:04.389,1.3320007,,26/Apr/19 04:04:04.389,1.3500061,,26/Apr/19 05:59:30.163,1.4000092,,13/Apr/19 17:35:46.545,20.3990021,,26/Apr/19 05:59:30.163,0.0380096,,26/Apr/19 04:04:04.389,0.0180054,,26/Apr/19 05:59:30.163,0,,26/Apr/19 04:04:04.389,0,,14/Apr/19 12:36:53.366,1.25
26/Apr/19 06:13:12.073,5.44588873366578,,26/Apr/19 05:04:04.426,5.10468279692672,,26/Apr/19 06:13:12.073,17.8231812,,26/Apr/19 05:04:04.426,17.7377319,,26/Apr/19 06:13:12.073,4.41311746317072,,26/Apr/19 05:04:04.426,4.21720251535385,,26/Apr/19 06:13:12.073,1.3619995,,26/Apr/19 05:04:04.426,1.3399963,,26/Apr/19 05:04:04.426,1.4000092,,26/Apr/19 06:13:12.073,1.4000092,,13/Apr/19 17:37:50.194,14.6989899,,26/Apr/19 06:13:12.073,0.0380097,,26/Apr/19 05:04:04.426,0.0480042,,26/Apr/19 06:13:12.073,0,,26/Apr/19 05:04:04.426,0.0120087,,14/Apr/19 12:42:20.766,1.3009949
26/Apr/19 06:29:16.130,5.41158181405543,,26/Apr/19 05:41:59.954,5.18283970110888,,26/Apr/19 06:29:16.130,17.9928589,,26/Apr/19 05:41:59.954,17.6260376,,26/Apr/19 06:29:16.130,4.36734222524759,,26/Apr/19 05:41:59.954,4.30416421969899,,26/Apr/19 06:29:16.130,1.3600007,,26/Apr/19 05:41:59.954,1.3499908,,26/Apr/19 05:41:59.954,1.4000092,,26/Apr/19 06:29:16.130,1.3999939,,13/Apr/19 17:40:49.045,22.2490082,,26/Apr/19 06:29:16.130,0.0279998,,26/Apr/19 05:41:59.954,0.0380097,,26/Apr/19 06:29:16.130,0.0119934,,26/Apr/19 05:41:59.954,0.0120087,,14/Apr/19 12:49:23.176,1.25
26/Apr/19 06:42:54.041,5.47335464095746,,26/Apr/19 05:52:44.652,4.93243036320502,,26/Apr/19 06:42:54.041,18.0651855,,26/Apr/19 05:52:44.652,17.8436279,,26/Apr/19 06:42:54.041,4.33421873121522,,26/Apr/19 05:52:44.652,4.22970159110131,,26/Apr/19 06:42:54.041,1.3699951,,26/Apr/19 05:52:44.652,1.3330078,,26/Apr/19 05:52:44.652,1.3500061,,26/Apr/19 06:42:54.041,1.3999939,,13/Apr/19 17:45:00.805,20.0500031,,26/Apr/19 06:42:54.041,0.0169983,,26/Apr/19 05:52:44.652,0.0169983,,26/Apr/19 06:42:54.041,0.0130005,,26/Apr/19 05:52:44.652,0,,14/Apr/19 12:56:11.675,1.300003
26/Apr/19 06:56:06.951,5.39660649871816,,26/Apr/19 06:05:27.512,5.078252335372,,26/Apr/19 06:56:06.951,17.940979,,26/Apr/19 06:05:27.512,17.7929688,,26/Apr/19 06:56:06.951,4.413429514553,,26/Apr/19 06:05:27.512,4.20773985277151,,26/Apr/19 06:56:06.951,1.3619995,,26/Apr/19 06:05:27.512,1.3399964,,26/Apr/19 06:05:27.512,1.3999939,,26/Apr/19 06:56:06.951,1.3999939,,13/Apr/19 17:53:19.205,29.0999909,,26/Apr/19 06:56:06.951,0.0379944,,26/Apr/19 06:05:27.512,0.0370025,,26/Apr/19 06:56:06.951,0,,26/Apr/19 06:05:27.512,0.022995,,14/Apr/19 13:00:32.924,1.25
26/Apr/19 07:05:30.550,5.49421080562934,,26/Apr/19 06:26:06.880,5.12067573251425,,26/Apr/19 07:05:30.550,17.7886963,,26/Apr/19 06:26:06.880,17.8085327,,26/Apr/19 07:05:30.550,4.40563364173052,,26/Apr/19 06:26:06.880,4.26694147542883,,26/Apr/19 07:05:30.550,1.3699951,,26/Apr/19 06:26:06.880,1.342987,,26/Apr/19 06:26:06.880,1.3499908,,26/Apr/19 07:05:30.550,1.3999939,,13/Apr/19 17:58:29.468,17.8499909,,26/Apr/19 07:05:30.550,0.0279999,,26/Apr/19 06:26:06.880,0.0070038,,26/Apr/19 07:05:30.550,0.0019989,,26/Apr/19 06:26:06.880,0,,14/Apr/19 13:03:34.182,1.3000031
