Sturing Stand,6338,,Controle Stand,12886,,MotorstroomActief,12897,,Sectie Berijding,13578
01/Apr/19 16:28:15.907,Sturing Links,,01/Apr/19 10:48:18.322,Uit controle,,01/Apr/19 10:48:18.235,Motorstroom Actief,,01/Apr/19 10:18:04.117,Wel Berijding
01/Apr/19 16:31:19.069,Sturing Rechts,,01/Apr/19 10:48:19.672,Rechts in controle,,01/Apr/19 10:48:19.635,Geen Motorstroom,,01/Apr/19 10:18:25.367,Geen Berijding
01/Apr/19 16:33:53.268,Sturing Links,,01/Apr/19 10:57:10.921,Uit controle,,01/Apr/19 10:57:10.844,Motorstroom Actief,,01/Apr/19 10:21:19.617,Wel Berijding
01/Apr/19 16:36:11.418,Sturing Rechts,,01/Apr/19 10:57:12.221,Links in controle,,01/Apr/19 10:57:12.214,Geen Motorstroom,,01/Apr/19 10:21:52.568,Geen Berijding
01/Apr/19 16:59:45.985,Sturing Links,,01/Apr/19 11:00:17.130,Uit controle,,01/Apr/19 11:00:17.032,Motorstroom Actief,,01/Apr/19 10:34:17.628,Wel Berijding
01/Apr/19 17:02:50.185,Sturing Rechts,,01/Apr/19 11:00:18.430,Rechts in controle,,01/Apr/19 11:00:18.422,Geen Motorstroom,,01/Apr/19 10:34:41.978,Geen Berijding
01/Apr/19 17:05:47.384,Sturing Links,,01/Apr/19 11:03:42.380,Uit controle,,01/Apr/19 11:03:42.272,Motorstroom Actief,,01/Apr/19 10:36:07.727,Wel Berijding
01/Apr/19 17:08:04.534,Sturing Rechts,,01/Apr/19 11:03:43.679,Links in controle,,01/Apr/19 11:03:43.652,Geen Motorstroom,,01/Apr/19 10:36:26.778,Geen Berijding
01/Apr/19 17:14:30.993,Sturing Links,,01/Apr/19 11:06:14.529,Uit controle,,01/Apr/19 11:06:14.432,Motorstroom Actief,,01/Apr/19 10:38:55.278,Wel Berijding
01/Apr/19 17:20:05.342,Sturing Rechts,,01/Apr/19 11:06:15.829,Rechts in controle,,01/Apr/19 11:06:15.822,Geen Motorstroom,,01/Apr/19 10:39:22.778,Geen Berijding
01/Apr/19 17:23:20.542,Sturing Links,,01/Apr/19 11:12:12.929,Uit controle,,01/Apr/19 11:12:12.831,Motorstroom Actief,,01/Apr/19 10:42:28.741,Wel Berijding
01/Apr/19 17:27:32.841,Sturing Rechts,,01/Apr/19 11:12:14.229,Links in controle,,01/Apr/19 11:12:14.221,Geen Motorstroom,,01/Apr/19 10:43:37.540,Geen Berijding
01/Apr/19 17:31:46.150,Sturing Links,,01/Apr/19 11:17:07.239,Uit controle,,01/Apr/19 11:17:07.162,Motorstroom Actief,,01/Apr/19 10:44:41.491,Wel Berijding
01/Apr/19 17:35:03.350,Sturing Rechts,,01/Apr/19 11:17:08.589,Rechts in controle,,01/Apr/19 11:17:08.552,Geen Motorstroom,,01/Apr/19 10:44:53.191,Geen Berijding
01/Apr/19 17:37:44.500,Sturing Links,,01/Apr/19 11:25:04.788,Uit controle,,01/Apr/19 11:25:04.691,Motorstroom Actief,,01/Apr/19 10:49:59.639,Wel Berijding
01/Apr/19 17:43:15.849,Sturing Rechts,,01/Apr/19 11:25:06.088,Links in controle,,01/Apr/19 11:25:06.081,Geen Motorstroom,,01/Apr/19 10:50:27.190,Geen Berijding
01/Apr/19 17:49:26.310,Sturing Links,,01/Apr/19 11:27:13.938,Uit controle,,01/Apr/19 11:27:13.830,Motorstroom Actief,,01/Apr/19 10:58:59.699,Wel Berijding
01/Apr/19 17:56:14.759,Sturing Rechts,,01/Apr/19 11:27:15.238,Rechts in controle,,01/Apr/19 11:27:15.220,Geen Motorstroom,,01/Apr/19 10:59:20.849,Geen Berijding
01/Apr/19 18:03:15.218,Sturing Links,,01/Apr/19 11:31:18.197,Uit controle,,01/Apr/19 11:31:18.119,Motorstroom Actief,,01/Apr/19 11:02:09.999,Wel Berijding
01/Apr/19 18:05:50.368,Sturing Rechts,,01/Apr/19 11:31:19.547,Links in controle,,01/Apr/19 11:31:19.499,Geen Motorstroom,,01/Apr/19 11:02:39.098,Geen Berijding
01/Apr/19 18:12:35.867,Sturing Links,,01/Apr/19 11:34:11.397,Uit controle,,01/Apr/19 11:34:11.299,Motorstroom Actief,,01/Apr/19 11:05:38.049,Wel Berijding
01/Apr/19 18:18:51.276,Sturing Rechts,,01/Apr/19 11:34:12.696,Rechts in controle,,01/Apr/19 11:34:12.689,Geen Motorstroom,,01/Apr/19 11:06:00.399,Geen Berijding
01/Apr/19 18:22:45.525,Sturing Links,,01/Apr/19 11:36:31.546,Uit controle,,01/Apr/19 11:36:31.459,Motorstroom Actief,,01/Apr/19 11:07:43.348,Wel Berijding
01/Apr/19 18:26:21.775,Sturing Rechts,,01/Apr/19 11:36:32.846,Links in controle,,01/Apr/19 11:36:32.839,Geen Motorstroom,,01/Apr/19 11:08:02.148,Geen Berijding
01/Apr/19 18:28:45.924,Sturing Links,,01/Apr/19 11:48:51.355,Uit controle,,01/Apr/19 11:48:51.268,Motorstroom Actief,,01/Apr/19 11:14:19.959,Wel Berijding
01/Apr/19 18:34:45.336,Sturing Rechts,,01/Apr/19 11:48:52.706,Rechts in controle,,01/Apr/19 11:48:52.668,Geen Motorstroom,,01/Apr/19 11:14:36.759,Geen Berijding
01/Apr/19 18:37:33.536,Sturing Links,,01/Apr/19 12:01:47.216,Uit controle,,01/Apr/19 12:01:47.149,Motorstroom Actief,,01/Apr/19 11:18:58.760,Wel Berijding
01/Apr/19 18:49:03.244,Sturing Rechts,,01/Apr/19 12:01:48.566,Links in controle,,01/Apr/19 12:01:48.539,Geen Motorstroom,,01/Apr/19 11:19:27.359,Geen Berijding
01/Apr/19 18:56:22.793,Sturing Links,,01/Apr/19 12:04:09.416,Uit controle,,01/Apr/19 12:04:09.299,Motorstroom Actief,,01/Apr/19 11:26:44.709,Wel Berijding
01/Apr/19 19:02:58.202,Sturing Rechts,,01/Apr/19 12:04:10.716,Rechts in controle,,01/Apr/19 12:04:10.689,Geen Motorstroom,,01/Apr/19 11:27:02.310,Geen Berijding
01/Apr/19 19:21:10.410,Sturing Links,,01/Apr/19 12:17:14.273,Uit controle,,01/Apr/19 12:17:14.185,Motorstroom Actief,,01/Apr/19 11:28:57.021,Wel Berijding
01/Apr/19 19:24:06.610,Sturing Rechts,,01/Apr/19 12:17:15.573,Links in controle,,01/Apr/19 12:17:15.555,Geen Motorstroom,,01/Apr/19 11:29:15.369,Geen Berijding
01/Apr/19 19:29:48.019,Sturing Links,,01/Apr/19 12:20:19.473,Uit controle,,01/Apr/19 12:20:19.365,Motorstroom Actief,,01/Apr/19 11:32:57.621,Wel Berijding
01/Apr/19 19:35:27.369,Sturing Rechts,,01/Apr/19 12:20:20.772,Rechts in controle,,01/Apr/19 12:20:20.755,Geen Motorstroom,,01/Apr/19 11:33:08.720,Geen Berijding
01/Apr/19 19:42:29.818,Sturing Links,,01/Apr/19 12:22:51.622,Uit controle,,01/Apr/19 12:22:51.545,Motorstroom Actief,,01/Apr/19 11:35:57.269,Wel Berijding
01/Apr/19 19:46:56.128,Sturing Rechts,,01/Apr/19 12:22:52.922,Links in controle,,01/Apr/19 12:22:52.925,Geen Motorstroom,,01/Apr/19 11:36:24.720,Geen Berijding
01/Apr/19 19:51:03.427,Sturing Links,,01/Apr/19 12:26:00.872,Uit controle,,01/Apr/19 12:26:00.744,Motorstroom Actief,,01/Apr/19 11:37:50.920,Wel Berijding
01/Apr/19 19:53:20.527,Sturing Rechts,,01/Apr/19 12:26:02.172,Rechts in controle,,01/Apr/19 12:26:02.144,Geen Motorstroom,,01/Apr/19 11:38:02.020,Geen Berijding
01/Apr/19 19:56:25.777,Sturing Links,,01/Apr/19 12:31:47.233,Uit controle,,01/Apr/19 12:31:47.146,Motorstroom Actief,,01/Apr/19 11:50:46.283,Wel Berijding
01/Apr/19 20:01:41.085,Sturing Rechts,,01/Apr/19 12:31:48.533,Links in controle,,01/Apr/19 12:31:48.526,Geen Motorstroom,,01/Apr/19 11:51:14.530,Geen Berijding
01/Apr/19 20:04:16.284,Sturing Links,,01/Apr/19 12:34:27.433,Uit controle,,01/Apr/19 12:34:27.315,Motorstroom Actief,,01/Apr/19 11:57:27.632,Wel Berijding
01/Apr/19 20:06:35.434,Sturing Rechts,,01/Apr/19 12:34:28.733,Rechts in controle,,01/Apr/19 12:34:28.695,Geen Motorstroom,,01/Apr/19 11:58:08.393,Geen Berijding
01/Apr/19 20:17:35.193,Sturing Links,,01/Apr/19 12:36:50.582,Uit controle,,01/Apr/19 12:36:50.475,Motorstroom Actief,,01/Apr/19 12:03:38.143,Wel Berijding
01/Apr/19 20:19:36.293,Sturing Rechts,,01/Apr/19 12:36:51.882,Links in controle,,01/Apr/19 12:36:51.855,Geen Motorstroom,,01/Apr/19 12:03:54.143,Geen Berijding
01/Apr/19 20:26:28.792,Sturing Links,,01/Apr/19 12:42:08.932,Uit controle,,01/Apr/19 12:42:08.814,Motorstroom Actief,,01/Apr/19 12:07:20.493,Wel Berijding
01/Apr/19 20:32:22.151,Sturing Rechts,,01/Apr/19 12:42:10.232,Rechts in controle,,01/Apr/19 12:42:10.204,Geen Motorstroom,,01/Apr/19 12:07:56.894,Geen Berijding
01/Apr/19 20:56:20.760,Sturing Links,,01/Apr/19 12:48:44.340,Uit controle,,01/Apr/19 12:48:44.283,Motorstroom Actief,,01/Apr/19 12:18:57.253,Wel Berijding
01/Apr/19 21:00:10.009,Sturing Rechts,,01/Apr/19 12:48:45.690,Links in controle,,01/Apr/19 12:48:45.653,Geen Motorstroom,,01/Apr/19 12:19:18.802,Geen Berijding
01/Apr/19 21:05:31.369,Sturing Links,,01/Apr/19 12:56:04.839,Uit controle,,01/Apr/19 12:56:04.752,Motorstroom Actief,,01/Apr/19 12:22:01.302,Wel Berijding
01/Apr/19 21:12:58.868,Sturing Rechts,,01/Apr/19 12:56:06.139,Rechts in controle,,01/Apr/19 12:56:06.132,Geen Motorstroom,,01/Apr/19 12:22:32.601,Geen Berijding
01/Apr/19 21:26:00.726,Sturing Links,,01/Apr/19 13:00:12.149,Uit controle,,01/Apr/19 13:00:12.042,Motorstroom Actief,,01/Apr/19 12:24:38.503,Wel Berijding
01/Apr/19 21:32:05.135,Sturing Rechts,,01/Apr/19 13:00:13.450,Links in controle,,01/Apr/19 13:00:13.412,Geen Motorstroom,,01/Apr/19 12:24:59.401,Geen Berijding
01/Apr/19 21:35:27.385,Sturing Links,,01/Apr/19 13:03:00.299,Uit controle,,01/Apr/19 13:03:00.222,Motorstroom Actief,,01/Apr/19 12:27:37.652,Wel Berijding
01/Apr/19 21:42:33.833,Sturing Rechts,,01/Apr/19 13:03:01.599,Rechts in controle,,01/Apr/19 13:03:01.602,Geen Motorstroom,,01/Apr/19 12:27:56.564,Geen Berijding
01/Apr/19 21:50:28.393,Sturing Links,,01/Apr/19 13:05:34.499,Uit controle,,01/Apr/19 13:05:34.391,Motorstroom Actief,,01/Apr/19 12:33:22.213,Wel Berijding
01/Apr/19 21:52:43.493,Sturing Rechts,,01/Apr/19 13:05:35.799,Links in controle,,01/Apr/19 13:05:35.761,Geen Motorstroom,,01/Apr/19 12:33:51.464,Geen Berijding
01/Apr/19 21:56:50.793,Sturing Links,,01/Apr/19 13:12:03.898,Uit controle,,01/Apr/19 13:12:03.810,Motorstroom Actief,,01/Apr/19 12:36:07.964,Wel Berijding
01/Apr/19 21:59:51.992,Sturing Rechts,,01/Apr/19 13:12:05.198,Rechts in controle,,01/Apr/19 13:12:05.190,Geen Motorstroom,,01/Apr/19 12:36:43.563,Geen Berijding
01/Apr/19 22:13:49.900,Sturing Links,,01/Apr/19 13:16:55.257,Uit controle,,01/Apr/19 13:16:55.159,Motorstroom Actief,,01/Apr/19 12:38:07.814,Wel Berijding
01/Apr/19 22:16:29.112,Sturing Rechts,,01/Apr/19 13:16:56.557,Links in controle,,01/Apr/19 13:16:56.529,Geen Motorstroom,,01/Apr/19 12:38:18.713,Geen Berijding
01/Apr/19 22:21:26.411,Sturing Links,,01/Apr/19 13:22:46.606,Uit controle,,01/Apr/19 13:22:46.529,Motorstroom Actief,,01/Apr/19 12:44:04.422,Wel Berijding
01/Apr/19 22:26:12.760,Sturing Rechts,,01/Apr/19 13:22:47.956,Rechts in controle,,01/Apr/19 13:22:47.919,Geen Motorstroom,,01/Apr/19 12:44:27.922,Geen Berijding
01/Apr/19 22:36:48.470,Sturing Links,,01/Apr/19 13:30:02.115,Uit controle,,01/Apr/19 13:30:02.027,Motorstroom Actief,,01/Apr/19 12:50:37.274,Wel Berijding
01/Apr/19 22:43:54.919,Sturing Rechts,,01/Apr/19 13:30:03.415,Links in controle,,01/Apr/19 13:30:03.397,Geen Motorstroom,,01/Apr/19 12:50:57.073,Geen Berijding
01/Apr/19 22:56:23.777,Sturing Links,,01/Apr/19 13:33:00.314,Uit controle,,01/Apr/19 13:33:00.217,Motorstroom Actief,,01/Apr/19 12:57:53.033,Wel Berijding
01/Apr/19 23:36:41.451,Sturing Rechts,,01/Apr/19 13:33:01.615,Rechts in controle,,01/Apr/19 13:33:01.587,Geen Motorstroom,,01/Apr/19 12:58:13.233,Geen Berijding
01/Apr/19 23:39:09.601,Sturing Links,,01/Apr/19 13:35:37.464,Uit controle,,01/Apr/19 13:35:37.396,Motorstroom Actief,,01/Apr/19 13:01:58.834,Wel Berijding
02/Apr/19 05:52:12.478,Sturing Rechts,,01/Apr/19 13:35:38.764,Links in controle,,01/Apr/19 13:35:38.766,Geen Motorstroom,,01/Apr/19 13:02:16.233,Geen Berijding
02/Apr/19 06:01:15.077,Sturing Links,,01/Apr/19 13:43:15.026,Uit controle,,01/Apr/19 13:43:14.909,Motorstroom Actief,,01/Apr/19 13:04:44.134,Wel Berijding
02/Apr/19 06:26:20.744,Sturing Rechts,,01/Apr/19 13:43:16.276,Rechts in controle,,01/Apr/19 13:43:16.279,Geen Motorstroom,,01/Apr/19 13:05:22.584,Geen Berijding
02/Apr/19 06:31:39.093,Sturing Links,,01/Apr/19 13:48:27.326,Uit controle,,01/Apr/19 13:48:27.258,Motorstroom Actief,,01/Apr/19 13:06:49.284,Wel Berijding
02/Apr/19 06:35:07.354,Sturing Rechts,,01/Apr/19 13:48:28.626,Links in controle,,01/Apr/19 13:48:28.618,Geen Motorstroom,,01/Apr/19 13:06:59.633,Geen Berijding
02/Apr/19 06:42:11.803,Sturing Links,,01/Apr/19 13:56:12.875,Uit controle,,01/Apr/19 13:56:12.767,Motorstroom Actief,,01/Apr/19 13:13:56.944,Wel Berijding
02/Apr/19 06:50:01.312,Sturing Rechts,,01/Apr/19 13:56:14.175,Rechts in controle,,01/Apr/19 13:56:14.147,Geen Motorstroom,,01/Apr/19 13:14:14.693,Geen Berijding
02/Apr/19 06:57:12.810,Sturing Links,,01/Apr/19 14:00:42.132,Uit controle,,01/Apr/19 14:00:42.074,Motorstroom Actief,,01/Apr/19 13:18:41.894,Wel Berijding
02/Apr/19 07:00:53.060,Sturing Rechts,,01/Apr/19 14:00:43.482,Links in controle,,01/Apr/19 14:00:43.444,Geen Motorstroom,,01/Apr/19 13:19:06.494,Geen Berijding
02/Apr/19 07:05:48.371,Sturing Links,,01/Apr/19 14:03:22.331,Uit controle,,01/Apr/19 14:03:22.244,Motorstroom Actief,,01/Apr/19 13:24:31.194,Wel Berijding
02/Apr/19 07:12:22.820,Sturing Rechts,,01/Apr/19 14:03:23.631,Rechts in controle,,01/Apr/19 14:03:23.624,Geen Motorstroom,,01/Apr/19 13:24:58.793,Geen Berijding
02/Apr/19 07:19:19.278,Sturing Onbekend,,01/Apr/19 14:06:28.531,Uit controle,,01/Apr/19 14:06:28.453,Motorstroom Actief,,01/Apr/19 13:31:53.254,Wel Berijding
02/Apr/19 07:19:22.128,Sturing Rechts,,01/Apr/19 14:06:29.831,Links in controle,,01/Apr/19 14:06:29.823,Geen Motorstroom,,01/Apr/19 13:32:03.553,Geen Berijding
02/Apr/19 07:31:27.077,Sturing Links,,01/Apr/19 14:13:23.041,Uit controle,,01/Apr/19 14:13:22.913,Motorstroom Actief,,01/Apr/19 13:34:40.753,Wel Berijding
02/Apr/19 07:33:52.236,Sturing Rechts,,01/Apr/19 14:13:24.341,Rechts in controle,,01/Apr/19 14:13:24.303,Geen Motorstroom,,01/Apr/19 13:35:08.552,Geen Berijding
02/Apr/19 07:37:19.485,Sturing Links,,01/Apr/19 14:16:51.240,Uit controle,,01/Apr/19 14:16:51.153,Motorstroom Actief,,01/Apr/19 13:37:40.203,Wel Berijding
02/Apr/19 07:42:50.834,Sturing Rechts,,01/Apr/19 14:16:52.540,Links in controle,,01/Apr/19 14:16:52.513,Geen Motorstroom,,01/Apr/19 13:37:50.803,Geen Berijding
02/Apr/19 07:49:02.294,Sturing Links,,01/Apr/19 14:21:34.540,Uit controle,,01/Apr/19 14:21:34.452,Motorstroom Actief,,01/Apr/19 13:45:11.766,Wel Berijding
02/Apr/19 07:58:44.893,Sturing Rechts,,01/Apr/19 14:21:35.840,Rechts in controle,,01/Apr/19 14:21:35.832,Geen Motorstroom,,01/Apr/19 13:45:35.017,Geen Berijding
02/Apr/19 08:01:17.093,Sturing Links,,01/Apr/19 14:23:52.690,Uit controle,,01/Apr/19 14:23:52.612,Motorstroom Actief,,01/Apr/19 13:50:02.215,Wel Berijding
02/Apr/19 08:06:41.452,Sturing Rechts,,01/Apr/19 14:23:53.989,Links in controle,,01/Apr/19 14:23:53.962,Geen Motorstroom,,01/Apr/19 13:50:22.866,Geen Berijding
02/Apr/19 08:07:56.552,Sturing Links,,01/Apr/19 14:26:47.889,Uit controle,,01/Apr/19 14:26:47.801,Motorstroom Actief,,01/Apr/19 13:58:12.074,Wel Berijding
02/Apr/19 08:12:48.852,Sturing Rechts,,01/Apr/19 14:26:49.189,Rechts in controle,,01/Apr/19 14:26:49.161,Geen Motorstroom,,01/Apr/19 13:58:30.973,Geen Berijding
02/Apr/19 08:17:47.201,Sturing Links,,01/Apr/19 14:33:02.299,Uit controle,,01/Apr/19 14:33:02.231,Motorstroom Actief,,01/Apr/19 14:02:19.825,Wel Berijding
02/Apr/19 08:21:22.411,Sturing Rechts,,01/Apr/19 14:33:03.599,Links in controle,,01/Apr/19 14:33:03.581,Geen Motorstroom,,01/Apr/19 14:02:35.523,Geen Berijding
02/Apr/19 08:29:23.960,Sturing Links,,01/Apr/19 14:35:25.499,Uit controle,,01/Apr/19 14:35:25.381,Motorstroom Actief,,01/Apr/19 14:05:11.374,Wel Berijding
02/Apr/19 08:32:58.159,Sturing Rechts,,01/Apr/19 14:35:26.799,Rechts in controle,,01/Apr/19 14:35:26.751,Geen Motorstroom,,01/Apr/19 14:05:46.124,Geen Berijding
02/Apr/19 08:38:36.571,Sturing Links,,01/Apr/19 14:39:27.748,Uit controle,,01/Apr/19 14:39:27.651,Motorstroom Actief,,01/Apr/19 14:07:33.823,Wel Berijding
02/Apr/19 08:40:38.670,Sturing Rechts,,01/Apr/19 14:39:29.048,Links in controle,,01/Apr/19 14:39:29.011,Geen Motorstroom,,01/Apr/19 14:07:45.474,Geen Berijding
02/Apr/19 08:43:36.920,Sturing Links,,01/Apr/19 14:44:15.059,Uit controle,,01/Apr/19 14:44:14.972,Motorstroom Actief,,01/Apr/19 14:15:23.784,Wel Berijding
02/Apr/19 08:49:00.278,Sturing Rechts,,01/Apr/19 14:44:16.359,Rechts in controle,,01/Apr/19 14:44:16.352,Geen Motorstroom,,01/Apr/19 14:15:46.134,Geen Berijding
02/Apr/19 09:12:48.836,Sturing Links,,01/Apr/19 14:49:19.409,Uit controle,,01/Apr/19 14:49:19.311,Motorstroom Actief,,01/Apr/19 14:18:33.584,Wel Berijding
02/Apr/19 09:15:52.036,Sturing Rechts,,01/Apr/19 14:49:20.708,Links in controle,,01/Apr/19 14:49:20.661,Geen Motorstroom,,01/Apr/19 14:18:58.384,Geen Berijding
02/Apr/19 09:18:13.185,Sturing Links,,01/Apr/19 14:57:32.957,Uit controle,,01/Apr/19 14:57:32.850,Motorstroom Actief,,01/Apr/19 14:23:16.784,Wel Berijding
02/Apr/19 09:20:29.345,Sturing Rechts,,01/Apr/19 14:57:34.258,Rechts in controle,,01/Apr/19 14:57:34.230,Geen Motorstroom,,01/Apr/19 14:23:46.435,Geen Berijding
02/Apr/19 09:23:11.545,Sturing Links,,01/Apr/19 15:00:54.167,Uit controle,,01/Apr/19 15:00:54.089,Motorstroom Actief,,01/Apr/19 14:25:26.484,Wel Berijding
02/Apr/19 09:26:32.744,Sturing Rechts,,01/Apr/19 15:00:55.467,Links in controle,,01/Apr/19 15:00:55.449,Geen Motorstroom,,01/Apr/19 14:25:47.284,Geen Berijding
02/Apr/19 09:42:46.851,Sturing Links,,01/Apr/19 15:03:17.317,Uit controle,,01/Apr/19 15:03:17.239,Motorstroom Actief,,01/Apr/19 14:28:26.644,Wel Berijding
02/Apr/19 09:48:38.201,Sturing Rechts,,01/Apr/19 15:03:18.617,Rechts in controle,,01/Apr/19 15:03:18.619,Geen Motorstroom,,01/Apr/19 14:28:45.945,Geen Berijding
02/Apr/19 09:56:16.764,Sturing Links,,01/Apr/19 15:05:50.516,Uit controle,,01/Apr/19 15:05:50.409,Motorstroom Actief,,01/Apr/19 14:34:49.796,Wel Berijding
02/Apr/19 10:01:54.113,Sturing Rechts,,01/Apr/19 15:05:51.816,Links in controle,,01/Apr/19 15:05:51.759,Geen Motorstroom,,01/Apr/19 14:35:09.595,Geen Berijding
02/Apr/19 10:04:46.321,Sturing Links,,01/Apr/19 15:13:44.025,Uit controle,,01/Apr/19 15:13:43.938,Motorstroom Actief,,01/Apr/19 14:36:28.844,Wel Berijding
02/Apr/19 10:06:58.470,Sturing Rechts,,01/Apr/19 15:13:45.325,Rechts in controle,,01/Apr/19 15:13:45.318,Geen Motorstroom,,01/Apr/19 14:36:49.244,Geen Berijding
02/Apr/19 10:12:19.820,Sturing Links,,01/Apr/19 15:16:42.225,Uit controle,,01/Apr/19 15:16:42.137,Motorstroom Actief,,01/Apr/19 14:39:48.496,Wel Berijding
02/Apr/19 10:20:03.330,Sturing Rechts,,01/Apr/19 15:16:43.525,Links in controle,,01/Apr/19 15:16:43.487,Geen Motorstroom,,01/Apr/19 14:40:04.394,Geen Berijding
02/Apr/19 10:23:21.529,Sturing Links,,01/Apr/19 15:22:10.574,Uit controle,,01/Apr/19 15:22:10.487,Motorstroom Actief,,01/Apr/19 14:47:19.358,Wel Berijding
02/Apr/19 10:26:16.729,Sturing Rechts,,01/Apr/19 15:22:11.874,Rechts in controle,,01/Apr/19 15:22:11.867,Geen Motorstroom,,01/Apr/19 14:47:41.806,Geen Berijding
02/Apr/19 10:28:39.929,Sturing Links,,01/Apr/19 15:26:39.873,Uit controle,,01/Apr/19 15:26:39.796,Motorstroom Actief,,01/Apr/19 14:50:55.856,Wel Berijding
02/Apr/19 10:32:05.128,Sturing Rechts,,01/Apr/19 15:26:41.174,Links in controle,,01/Apr/19 15:26:41.156,Geen Motorstroom,,01/Apr/19 14:51:16.007,Geen Berijding
02/Apr/19 10:34:07.278,Sturing Links,,01/Apr/19 15:28:58.034,Uit controle,,01/Apr/19 15:28:57.947,Motorstroom Actief,,01/Apr/19 14:59:46.616,Wel Berijding
02/Apr/19 10:36:48.438,Sturing Rechts,,01/Apr/19 15:28:59.334,Rechts in controle,,01/Apr/19 15:28:59.327,Geen Motorstroom,,01/Apr/19 15:00:13.667,Geen Berijding
02/Apr/19 10:42:20.837,Sturing Links,,01/Apr/19 15:32:16.284,Uit controle,,01/Apr/19 15:32:16.176,Motorstroom Actief,,01/Apr/19 15:02:34.168,Wel Berijding
02/Apr/19 10:48:54.236,Sturing Rechts,,01/Apr/19 15:32:17.534,Links in controle,,01/Apr/19 15:32:17.526,Geen Motorstroom,,01/Apr/19 15:03:03.117,Geen Berijding
02/Apr/19 10:56:04.746,Sturing Links,,01/Apr/19 15:35:19.483,Uit controle,,01/Apr/19 15:35:19.366,Motorstroom Actief,,01/Apr/19 15:04:56.016,Wel Berijding
02/Apr/19 11:00:49.045,Sturing Rechts,,01/Apr/19 15:35:20.784,Rechts in controle,,01/Apr/19 15:35:20.746,Geen Motorstroom,,01/Apr/19 15:05:26.417,Geen Berijding
02/Apr/19 11:03:12.195,Sturing Links,,01/Apr/19 15:37:40.633,Uit controle,,01/Apr/19 15:37:40.536,Motorstroom Actief,,01/Apr/19 15:07:45.816,Wel Berijding
02/Apr/19 11:05:41.356,Sturing Rechts,,01/Apr/19 15:37:41.883,Links in controle,,01/Apr/19 15:37:41.876,Geen Motorstroom,,01/Apr/19 15:07:57.617,Geen Berijding
02/Apr/19 11:13:44.905,Sturing Links,,01/Apr/19 15:44:10.092,Uit controle,,01/Apr/19 15:44:09.965,Motorstroom Actief,,01/Apr/19 15:15:25.777,Wel Berijding
02/Apr/19 11:19:43.315,Sturing Rechts,,01/Apr/19 15:44:11.392,Rechts in controle,,01/Apr/19 15:44:11.345,Geen Motorstroom,,01/Apr/19 15:15:46.927,Geen Berijding
02/Apr/19 11:23:39.564,Sturing Links,,01/Apr/19 15:49:14.391,Uit controle,,01/Apr/19 15:49:14.304,Motorstroom Actief,,01/Apr/19 15:18:30.983,Wel Berijding
02/Apr/19 11:26:30.763,Sturing Rechts,,01/Apr/19 15:49:15.692,Links in controle,,01/Apr/19 15:49:15.644,Geen Motorstroom,,01/Apr/19 15:18:58.627,Geen Berijding
02/Apr/19 11:30:26.013,Sturing Links,,01/Apr/19 16:02:25.301,Uit controle,,01/Apr/19 16:02:25.183,Motorstroom Actief,,01/Apr/19 15:24:19.028,Wel Berijding
02/Apr/19 11:33:47.213,Sturing Rechts,,01/Apr/19 16:02:26.551,Rechts in controle,,01/Apr/19 16:02:26.553,Geen Motorstroom,,01/Apr/19 15:25:03.176,Geen Berijding
02/Apr/19 11:36:27.426,Sturing Links,,01/Apr/19 16:20:50.509,Uit controle,,01/Apr/19 16:20:50.411,Motorstroom Actief,,01/Apr/19 15:28:22.177,Wel Berijding
02/Apr/19 11:42:15.775,Sturing Rechts,,01/Apr/19 16:20:51.808,Links in controle,,01/Apr/19 16:20:51.761,Geen Motorstroom,,01/Apr/19 15:28:42.537,Geen Berijding
02/Apr/19 11:48:44.224,Sturing Links,,01/Apr/19 16:24:10.708,Uit controle,,01/Apr/19 16:24:10.620,Motorstroom Actief,,01/Apr/19 15:30:10.838,Wel Berijding
02/Apr/19 11:56:33.780,Sturing Rechts,,01/Apr/19 16:24:12.008,Rechts in controle,,01/Apr/19 16:24:11.990,Geen Motorstroom,,01/Apr/19 15:30:33.587,Geen Berijding
02/Apr/19 12:02:03.129,Sturing Links,,01/Apr/19 16:28:16.007,Uit controle,,01/Apr/19 16:28:15.910,Motorstroom Actief,,01/Apr/19 15:32:51.087,Wel Berijding
02/Apr/19 12:04:36.279,Sturing Rechts,,01/Apr/19 16:28:17.257,Links in controle,,01/Apr/19 16:28:17.250,Geen Motorstroom,,01/Apr/19 15:33:17.338,Geen Berijding
02/Apr/19 12:07:09.491,Sturing Links,,01/Apr/19 16:31:19.218,Uit controle,,01/Apr/19 16:31:19.101,Motorstroom Actief,,01/Apr/19 15:37:03.437,Wel Berijding
02/Apr/19 12:12:27.790,Sturing Rechts,,01/Apr/19 16:31:20.519,Rechts in controle,,01/Apr/19 16:31:20.481,Geen Motorstroom,,01/Apr/19 15:37:24.439,Geen Berijding
02/Apr/19 12:20:08.349,Sturing Links,,01/Apr/19 16:33:53.368,Uit controle,,01/Apr/19 16:33:53.291,Motorstroom Actief,,01/Apr/19 15:39:32.787,Wel Berijding
02/Apr/19 12:24:03.599,Sturing Rechts,,01/Apr/19 16:33:54.668,Links in controle,,01/Apr/19 16:33:54.621,Geen Motorstroom,,01/Apr/19 15:39:55.288,Geen Berijding
